locationId,latitude,longitude,zip_code,health_score
02100914,39.8292847,-84.8507171,47374,79.7
02100915,41.6946777,-85.9674357,46514,80.8
02100920,39.9302526,-85.3796051,47362,80.5
02100921,39.6049052,-86.3767898,46158,79.9
02100927,39.705573,-86.150698,46227,79.2
02100928,39.1537098,-86.4952801,47401,79.5
02100929,41.036179,-85.134261,46806,80.1
02100936,41.2837944,-84.3282258,43512,81.4
02100938,41.6535893,-86.1656694,46544,80.6
02100940,40.0694,-86.474554,46052,79.6
02100944,39.958609,-86.041368,46038,79.6
02100945,39.776627,-85.981621,46229,81.2
02100947,39.756901,-86.509336,46122,81.0
02100948,40.02181,-86.900954,47933,81.5
02100952,39.8060736,-85.7667669,46140,79.4
02100957,40.049903,-86.0197449,46060,79.1
02100959,39.9626058,-86.1253498,46032,79.5
02100960,39.1626033,-86.5805358,47403,79.9
02100961,39.645654,-86.8478,46135,79.4
02100962,39.880687,-86.246119,46268,81.5
02100963,41.3581574,-86.3135178,46563,81.6
02100965,39.8977178,-85.9938276,46256,79.1
02100966,41.6146564,-86.7262024,46350,81.2
02100970,40.0219555,-86.1614019,46074,79.5
02100972,41.1796728,-85.1331647,46825,79.6
02100973,41.1331416,-85.0651037,46835,79.9
02100974,39.5177121,-85.7545916,46176,80.5
02100979,39.488689,-86.067105,46131,79.8
02100980,40.0032906,-86.0680296,46062,79.6
02100981,39.472939,-87.377247,47803,79.7
02100983,40.040947,-86.1054867,46074,79.5
02100985,39.764633,-86.401149,46123,79.8
02100987,39.408507,-87.408593,47802,79.3
02100989,39.6686363,-86.0220336,46259,80.0
02100990,41.034139,-85.259299,46804,79.5
02100991,41.3645251,-85.072349,46706,80.1
02100992,39.6803674,-86.129457,46227,80.6
02100993,39.665062,-86.182627,46217,79.8
02100995,39.6960329,-86.0764127,46237,79.8
02100998,39.911294,-86.137924,46240,80.8
02400001,38.691315,-85.78099,47170,81.5
02400008,39.200957,-85.972277,47201,83.2
02400014,38.22702,-86.1346129,47112,81.6
02400015,39.12365,-85.28708,47037,79.4
02400017,39.131322,-85.128616,47031,79.3
02400035,38.562981,-86.614369,47469,81.3
02400052,38.665043,-86.792127,47581,82.2
02400053,38.879369,-86.054021,47220,80.5
02400055,38.6519187,-87.1530301,47501,81.0
02400056,38.842105,-86.993921,47562,92.2
02400057,38.453458,-85.673259,47111,82.4
02400070,38.483426,-87.292119,47567,81.6
02400073,38.951838,-85.902273,47274,81.2
02400077,38.352024,-86.450095,47118,79.3
02400079,39.342805,-85.973678,46124,78.4
02400081,38.317823,-85.899495,47119,82.6
02400083,39.019541,-85.642333,47265,80.8
02400084,38.682427,-87.514799,47591,81.9
02400086,38.599216,-86.102726,47167,84.1
02400087,38.382966,-85.769608,47172,82.4
02400090,38.86217,-86.50863,47421,83.6
02400093,38.959228,-85.864291,47274,81.2
02400186,38.2839231,-85.6306183,40222,78.5
02400224,38.257894,-85.7042945,40206,80.9
02400292,38.1425588,-85.8702299,40258,80.1
02400300,38.183593,-85.678841,40218,80.9
02400309,38.2259742,-85.5761691,40223,80.5
02400327,38.2485162,-85.7969256,40211,82.3
02400331,37.1387268,-84.1001766,40741,81.5
02400332,38.1949668,-85.7645751,40214,80.0
02400336,37.7786262,-87.0805567,42303,79.9
02400339,38.22326,-85.68745,40205,79.4
02400346,38.217455,-85.626244,40220,78.5
02400347,37.9705806,-84.4986704,40517,79.2
02400350,38.1445097,-85.7734632,40214,79.9
02400352,38.0064996,-84.5217367,40503,79.3
02400355,36.613695,-83.7048852,40965,81.4
02400356,38.245021,-85.520782,40243,78.6
02400359,38.05921,-84.461204,40505,79.4
02400360,38.146193,-85.5879364,40291,79.3
02400361,38.0375535,-84.550596,40504,79.6
02400362,37.734737,-85.888467,42701,80.3
02400363,37.7461291,-84.8438973,40330,81.2
02400366,38.0892166,-85.6706097,40229,79.4
02400368,38.1654418,-84.8953392,40601,80.0
02400369,37.3413652,-85.3655237,42718,82.6
02400371,37.9790016,-84.5501227,40514,79.7
02400376,38.1399491,-85.6795056,40219,79.3
02400379,38.212642,-85.591978,40299,79.7
02400387,38.2584937,-85.6367782,40207,78.4
02400389,38.3401873,-85.6213966,40059,78.7
02400394,38.393055,-85.3674363,40031,78.6
02400396,38.3052496,-85.8379847,47150,79.4
02400397,38.1991665,-84.8263297,40601,79.6
02400400,38.2020235,-85.7077707,40213,82.3
02400402,37.994292,-84.2178122,40391,80.3
02400407,38.003241,-84.444936,40509,79.1
02400408,37.8287354,-85.4644758,40004,80.4
02400409,37.1068358,-84.0902733,40741,81.5
02400411,37.8443276,-83.8617452,40380,83.2
02400563,37.3495886,-87.4898361,42431,82.9
02400705,37.7313245,-84.2739544,40475,80.3
02400707,38.3053948,-85.5751607,40241,78.7
02400708,37.984358,-84.589651,40356,79.5
02400710,38.6576786,-85.1312397,41008,82.9
02400712,38.061095,-83.953677,40353,81.2
02400713,37.8656145,-84.5810068,40356,79.3
02400717,37.711977,-85.836152,42701,79.9
02400718,37.7543167,-87.1507249,42301,80.1
02400719,36.9282786,-84.1050693,40701,83.1
02400721,37.9620466,-84.4796292,40515,79.6
02400728,37.9917289,-85.7107807,40165,80.0
02400729,38.1981914,-85.6636624,40218,80.9
02400730,37.5768044,-85.2340663,40033,82.0
02400733,37.6182779,-84.782804,40422,80.3
02400734,38.1920522,-83.4852587,40351,80.6
02400737,37.9968605,-84.4786723,40502,79.2
02400739,38.290685,-85.508474,40245,78.6
02400741,38.7815374,-85.3789826,47250,81.6
02400743,38.1887948,-85.5190563,40299,79.1
02400744,38.3319483,-85.7980611,47150,79.6
02400745,37.05772,-84.626986,42501,81.7
02400752,38.2025911,-85.7613734,40208,79.1
02400753,38.226478,-85.730608,40217,79.0
02400757,37.0908091,-84.619284,42501,82.0
02400758,38.0566759,-85.5369129,40047,80.1
02400760,36.9592084,-84.0752841,40701,83.1
02400762,38.310988,-85.7704604,47129,79.8
02400763,38.2703515,-85.805585,40212,82.4
02400764,38.2883838,-85.5745714,40241,78.5
02400766,37.9545949,-84.5362087,40356,79.2
02400767,38.0228609,-84.5592469,40513,79.2
02400768,38.0653327,-84.5271941,40511,79.9
02400770,37.7502708,-87.1138636,42301,79.9
02400774,38.052959,-84.711332,40383,80.3
02400776,38.335005,-85.712037,47130,79.3
02400777,38.2157434,-85.2063739,40065,78.9
02400779,38.186407,-84.568318,40324,79.2
02400780,38.098672,-85.8696973,40272,82.3
02400784,38.0306743,-84.4929085,40502,79.2
02400785,38.167742,-85.826118,40216,79.8
02400794,38.3804931,-85.4270019,40031,78.6
02400808,37.9986829,-84.5799526,40513,79.7
02400873,37.2329598,-87.1609475,42367,83.6
02400900,37.0636421,-85.0716963,42642,82.2
02400903,37.9821953,-86.1628622,40108,79.2
02400913,38.0170723,-84.9102055,40342,80.3
02400916,36.7392776,-84.4739834,42653,80.6
02400993,38.19714,-85.690893,40218,100.0
02500250,37.0630583,-88.6408623,42003,80.3
02500338,37.0513042,-88.5701865,42003,80.3
02500414,37.0857824,-88.6464939,42001,79.8
02500435,36.6250487,-88.3128289,42071,81.9
02600509,36.9597657,-86.4666655,42104,79.1
02600522,36.8403472,-87.4764941,42240,80.3
02600535,36.9965152,-86.4246741,42101,79.8
02600585,36.9432576,-86.4254048,42104,79.1
02900776,39.4123277,-81.428585,45750,83.3
02900781,38.4369666,-82.3867775,45669,82.4
02900783,38.4776993,-82.6497272,41101,81.2
02900796,38.501485,-82.6816677,41101,81.2
02900799,39.2754747,-81.5806893,45714,81.4
02900800,39.431634,-81.464633,45750,83.1
09000004,39.275049,-84.364905,45242,0.0
09000205,38.5966047,-86.1019856,47167,0.0
09000215,38.6705262,-86.915536,47553,0.0
09000222,39.0275118,-86.9335715,47424,0.0
09000227,37.9926033,-87.52714,47711,0.0
09000232,38.3536372,-87.5848383,47670,0.0
09000233,37.9667372,-87.4904064,47715,0.0
09000234,37.8713286,-87.5678687,42420,0.0
09000235,38.0211098,-87.5754218,47710,0.0
09000236,37.9779886,-87.3935213,47630,0.0
09000238,40.762541,-84.144785,45805,0.0
09000239,40.5737028,-85.6771008,46952,0.0
09000242,40.5590945,-84.5394629,45822,0.0
09000243,40.857448,-84.5962029,45891,0.0
09000261,38.4147607,-86.9369064,47546,0.0
09000263,40.220792,-85.441446,47304,0.0
09000267,40.2782309,-86.4952516,46041,0.0
09000282,36.7244986,-88.6295224,42066,0.0
09000284,37.0075345,-85.925389,42141,0.0
09000322,37.1128555,-87.9038057,42445,0.0
09000325,40.7571557,-86.3289966,46947,0.0
09000335,40.7373597,-84.1113959,45801,0.0
09000345,41.5067204,-87.3401607,46410,0.0
09000351,38.3778392,-84.3081479,41031,0.0
09000360,38.6627766,-84.5749233,41097,0.0
09000363,36.8321292,-86.9058909,42276,0.0
09000376,38.73129,-86.4819379,47446,0.0
28500001,38.691315,-85.78099,47170,0.0
28500008,39.200957,-85.972277,47201,0.0
28500015,39.12365,-85.28708,47037,0.0
28500017,39.131322,-85.128616,47031,0.0
28500035,38.562981,-86.614369,47469,0.0
28500052,38.665043,-86.792127,47581,0.0
28500053,38.879369,-86.054021,47220,0.0
28500055,38.6519187,-87.1530301,47501,0.0
28500056,38.842105,-86.993921,47562,0.0
28500057,38.453458,-85.673259,47111,0.0
28500070,38.483426,-87.292119,47567,0.0
28500073,38.951838,-85.902273,47274,0.0
28500077,38.352024,-86.450095,47118,0.0
28500079,39.342805,-85.973678,46124,0.0
28500081,38.317823,-85.899495,47119,0.0
28500083,39.019541,-85.642333,47265,0.0
28500084,38.682427,-87.514799,47591,0.0
28500086,38.599216,-86.102726,47167,0.0
28500087,38.382966,-85.769608,47172,0.0
28500090,38.86217,-86.50863,47421,0.0
28500093,38.959228,-85.864291,47274,0.0
480DC002,39.2273282,-84.5129454,41091,0.0
491DC001,38.95667,-84.614324,41051,0.0
540FC000,39.106758,-84.513951,45202,100.0
540FC001,39.4478172,-84.4064284,45044,100.0
540FC008,41.355995,-81.508393,44146,88.1
540FC200,39.106758,-84.513951,45202,100.0
540FC211,39.106752,-84.513889,45202,100.0
540FC212,39.8313655,-82.9444667,43217,100.0
540FC213,39.818066,-86.004202,46235,100.0
540FC214,38.19714,-85.690893,40218,100.0
540FC215,38.956015,-84.612124,41051,100.0
540FC500,39.106758,-84.513951,45202,100.0
542FC200,39.106752,-84.513889,45202,0.0
542FC807,39.106752,-84.513889,45202,0.0
702FM024,39.106743,-84.513945,45201,0.0
70800787,41.5939258,-87.4867814,46320,79.9
,,,,
,,,,
