locationId,latitude,longitude,zip_code,health_score
01400003,39.275049,-84.364905,45242,45.800000000000004
01400007,39.275009,-84.364599,45242,46.00000000000001
01400009,39.275049,-84.364905,45242,44.800000000000004
01400020,39.275049,-84.364905,45242,9.600000000000001
01400021,39.275049,-84.364905,45242,9.600000000000001
01400022,39.275049,-84.364905,45242,43.6
01400023,39.275157,-84.364863,45242,50.199999999999996
01400045,39.239041,-84.349938,45242,38.0
01400053,39.288625,-84.301223,45249,65.4
01400082,39.270599,-84.375178,45241,48.800000000000004
01400335,39.479172,-84.421109,45044,44.00000000000001
01400336,39.442454,-84.378098,45050,50.6
01400344,39.2315792,-84.1646591,45122,61.8
01400351,39.2381848,-84.3506946,45242,50.60000000000001
01400353,39.2715609,-84.3259895,45249,45.400000000000006
01400355,39.144662,-84.429584,45209,44.2
01400359,39.0992898,-84.48185,41073,55.0
01400361,39.0848434,-84.8778069,47025,56.2
01400364,38.9579368,-84.6246617,41042,39.400000000000006
01400367,38.856209,-84.616966,41094,77.0
01400370,39.1896065,-84.5987839,45239,37.2
01400376,39.3110881,-84.2751167,45039,66.0
01400380,39.2247213,-83.6192748,45133,49.6
01400381,39.072869,-84.50848,41011,68.4
01400383,39.377251,-84.3761418,45044,56.8
01400384,39.2203019,-84.5192304,45231,57.60000000000001
01400390,39.2245422,-84.5478434,45231,37.6
01400392,39.0415197,-84.5091933,41015,30.200000000000003
01400395,39.301354,-83.9609353,45107,56.0
01400402,39.188105,-84.361497,45243,63.199999999999996
01400405,39.2102762,-84.4753884,45216,46.400000000000006
01400406,39.3123314,-85.2148866,47006,47.400000000000006
01400408,39.3505231,-84.2206847,45039,78.8
01400409,39.0644282,-84.7069317,41048,44.4
01400410,39.00629,-84.420587,41076,21.6
01400411,39.1761178,-84.2805863,45150,31.200000000000003
01400412,39.5069434,-84.7513025,45056,42.2
01400413,39.2612003,-84.2733961,45140,34.2
01400418,39.1587311,-84.4554364,45212,39.400000000000006
01400420,38.6266926,-83.7908912,41056,55.60000000000001
01400421,39.1416149,-84.3616532,45227,29.6
01400423,39.0902737,-84.4783988,41071,49.2
01400424,38.9672807,-84.6716831,41091,29.6
01400426,39.3607444,-84.2789322,45040,69.60000000000001
01400428,39.1644117,-84.5148034,45232,44.60000000000001
01400429,39.2965534,-84.3899154,45241,48.60000000000001
01400431,39.0741722,-84.3114587,45255,13.8
01400432,39.126708,-84.5973922,45238,13.8
01400433,39.2600763,-84.4712549,45215,42.0
